Puzzle,Solution
0203302101302304,1243342141322314
0031132400033402,4231132421433412
4132300010040403,4132324113242413
3400003400404010,3421213413424213
0402320000400021,1432321421434321
2000000210000420,2314413212433421
0140002114023000,2143432114323214
4320003400000013,4321123431422413
0302421000200100,1342421334212134
1000004040130104,1432234142133124
0020003401402013,4321123431422413
4021200010023000,4321214314323214
0032200400210040,4132231434211243
0002041300000000,3142241343211234
2040001002001020,2143341242311324
0000300223100403,4231314223141423
0000403200000240,2314413234211243
4000314000100420,4231314223141423
0400000240210200,2413314243211234
4020100024000142,4321123424133142
2043030030140402,2143432132141432
0030040200400003,1234341223414123
2001040231000200,2341143231244213
4000002410322341,4213312414322341
0000200000101030,4123234134121234
0030000440100000,2431312443121243
1320000330404030,1324241332414132
3402204000240231,3412214313244231
0003301000000304,2143341242311324
0204040043212043,3214143243212143
0103320000011340,4123321424311342
0400023400000023,3412123423414123
1304400120400000,1324423121433412
0403300003200000,2413314243211234
0143002004023214,2143432114323214
0300000002303000,2341412312343412
0310100040003040,2314142342313142
0230032034102000,4231132434122143
0314042302303000,2314142342313142
0000234134021200,4123234134121234
2040432014000000,2143432114323214
0001300003001200,2431312443121243
0210000200004001,3214143221434321
4010020004010000,4312124324313124
0000031202411000,2134431232411423
0004401000020040,3124421314322341
1243342040000000,1243342141322314
3210040203210140,3214143243212143
0000340001002341,1234341241232341
1200000001020000,1243342141322314
3040201300201234,3142241343211234
0243031031042001,1243431231242431
3400003001032300,3412123441232341
4003001000002000,4123321413422431
1000034000044000,1432234131244213
2000010010400010,2431312412434312
0040423103001003,3142423123141423
4120021024000340,4123321424311342
3010412013002400,3214412313422431
0134002103420010,2134342113424213
3421004301300014,3421124341322314
3000200040001000,3142241343211234
0000402010000400,3214412313422431
0004001023400003,1234341223414123
2000340000030000,2134342142131342
0012003000000001,4312213414233241
3200100001300010,3241142321344312
3040201000300300,3142241312344321
0000142020040000,3241142321344312
0000423000003000,1324423121433412
0002000013040000,3412214313244231
0104020300410402,3124421323411432
2014042002303042,2314142342313142
0023201001400201,1423231431424231
0032304000000020,4132324124131324
0002003001203210,1342243141233214
0004000330410132,1324241332414132
3014100200000301,3214143221434321
0043300000311304,2143341242311324
4302020300242000,4312124331242431
0021000000020210,4321214314323214
0200140021004312,3241142321344312
0130000034011240,4132231434211243
4200000000202010,4231314214232314
4100024110000413,4132324113242413
1304000100000000,1324423121433412
4010030001000000,4213134221343421
0102024100000024,4132324124131324
3200002000344310,3241142321344312
0030300020031024,4132324124131324
1003000401024231,1423231431424231
0103040002000004,2143341242311324
4003300010420030,4123321413422431
0400100041203000,2431134241233214
1000040002404132,1324241332414132
2103000000040030,2143432132141432
4020000102300012,4123234112343412
2000301002001320,2143341242311324
1030230100044210,1432234131244213
0002004002003000,1432234142133124
0302210402411400,4312213432411423
4200310014200000,4231314214232314
2134040013024000,2134342113424213
0040041000040000,2143341213244231
4100204102000410,4123234112343412
0010104021040020,4213134221343421
0002001000201203,4132231434211243
0301020004100040,4321123424133142
3210000300022031,3214412313422431
0130230034001243,4132231434211243
0200340200202001,1234341241232341
2031000002004100,2431134232144123
1320240330010102,1324241332414132
4021210000000000,4321214314323214
0102423003001003,3142423123141423
0421024000320010,3421124341322314
3140420000001420,3142423123141423
0004000100430000,3124243112434312
0104420023410402,3124421323411432
0340421000300020,1342421321343421
0201314223101000,4231314223141423
3014003200012143,3214143243212143
0000010300402000,3214412313422431
0020214014023210,4321214314323214
2430034200044103,2431134232144123
1032030000000210,1432234131244213
0003432014020000,2143432114323214
0002010013004000,3412214313244231
0003000101020010,1243342141322314
0031002002034000,2431312412434312
0100421010300000,3124421314322341
0000402000121004,2341412334121234
0000341003000020,1234341223414123
0004040001323200,1324241341323241
3120001320410032,3124421323411432
0214100240210043,3214143243212143
0312120001040430,4312124331242431
0000020004103040,4321123424133142
0100040000020043,3124243143121243
0210000400322040,4213312414322341
0040003040230214,1342243141233214
1342000000000001,1342421321343421
2000000100300010,2143432114323214
0000024000000130,1423324143122134
0002000340000004,3412214342311324
3000102043022100,3241142343122134
0120230104001204,4123234134121234
0030432100000102,1234432124133142
0010000040230340,3412123441232341
0000004010303214,4321214314323214
0031012400120240,2431312443121243
0304042042303002,2314142342313142
0130304013002403,4132324113242413
0200000300020400,3214412313422431
0000001200044000,2143341213244231
0230004203101423,4231314223141423
1004423000122000,1324423134122143
4000000413002030,4123321413422431
0000012400000010,2431312412434312
1400300040200143,1432321443212143
0020200100004000,3124243112434312
0031102000122040,4231132434122143
1002020034012104,1342421334212134
0400010002000342,3421213442131342
0004000000030102,1234432124133142
2300142040310042,2314142342313142
0300043200100000,2341143242133124
0004400014200200,2134431214233241
4100024100030320,4132324124131324
2403300200011000,2413314243211234
0034000000032301,1234341241232341
3024020304300040,3124421314322341
0410103003010023,3412123423414123
2413000000000230,2413314243211234
4030020100002000,4132324113242413
0002420000343020,1342421321343421
1000000001000430,1243431231242431
0304413200400000,2314413212433421
4312203010030200,4312213414233241
0104200002400310,3124243112434312
0042020330200034,1342421334212134
0312104031040001,4312124331242431
0400001002000040,1423231442313142
2040003001000000,2341143231244213
4010010014000301,4213312414322341
0000300024000304,4132324124131324
2000403212030401,2314413212433421
0302000400400403,4312213432411423
2310000040010000,2314142342313142
0000400013002431,3214412313422431
0000003000433000,1324423121433412
0003340103104002,1243342123144132
0004013030000000,2314413234211243
4301023424000102,4321123424133142
2003300010044000,2143341213244231
3002010000001304,3412214342311324
2431010410400310,2431312412434312
3000040220404020,3214143221434321
4320014032041002,4321214332141432
0341000300340410,2341412312343412
0010410000000400,3214412313422431
1002301403010143,1432321443212143
0001000031000013,4321123431422413
3024021304322000,3124421314322341
0000013213002010,3241413213242413
0310020000010124,4312124324313124
3410120003400023,3412123423414123
2010042340003040,2314142342313142
0400032401000000,2413132441323241
3000021003400432,3124421323411432
0000340000014100,1234341223414123
0020000323401400,3124421323411432
0432020003012040,1432321443212143
0200000003000402,4213312423411432
0000100403010023,3412123423414123
0003001030200000,1243431231242431
4320120020103042,4321123424133142
0400213400004213,3421213413424213
0201304020040023,4231314223141423
4013010410020340,4213312414322341
0000124020000000,3421124323144132
0310000001400230,2314142331424231
0010014010244001,3412214313244231
2043032000000000,2143432114323214
4302004304010000,4312124324313124
1023030430024200,1423231431424231
0003010000010030,4213312423411432
3002023120040003,3142423123141423
4120200100040000,4123234112343412
2301402004101034,2341412334121234
4021020400402410,4321123431422413
1302000102144003,1342243132144123
3000120000004000,3421124323144132
4000300120031024,4132324124131324
2140032102001000,2143432132141432
4001000200000400,4231314223141423
4000000030041402,4321214332141432
4200300414320300,4213312414322341
0000000000014120,1234341223414123
1204040041200041,1234341241232341
4023004102303012,4123234112343412
3104001010320301,3124421314322341
0100002100323004,2143432114323214
0234301003400000,1234341223414123
0000230440003000,1423231442313142
0002020001040031,4312124331242431
0340421000202104,1342421334212134
0104401200401423,2134431232411423
1042420004210104,1342421334212134
1003342040000000,1243342141322314
2001312402030012,2431312412434312
2304142302310000,2314142342313142
1042203030044120,1342243132144123
3042041040010204,3142241343211234
0200010010422430,3214412313422431
0020100020133002,4321123424133142
0021024300002300,3421124341322314
0201130404022043,4231132434122143
3420104020144002,3421124323144132
1203302020040130,1243342123144132
0000314002040301,2413314212344321
4000010032141432,4321214332141432
1020004140102004,1423324143122134
2100032010023014,2143432114323214
1300000000003214,1342243141233214
0120004002340410,4123234112343412
4032200000430400,4132231412433421
0002200300040320,3142241312344321
1300023004020143,1324423134122143
1300001330404132,1324241332414132
0002200410033000,4312213414233241
0230030000400400,4231132421433412
0020014032001030,4321214332141432
3104400310000300,3124421314322341
0004002003020210,2134342113424213
1003400000042000,1243431231242431
0140041002040321,3142241312344321
2000002340013100,2314142342313142
4320010332000000,4321214332141432
0342203100004100,1342243132144123
0040040300000300,3142241312344321
0000401000001002,3124421323411432
3000200010000020,3142241312344321
3201000004100000,3241413224131324
0402321040000003,1432321443212143
0100021413422000,4123321413422431
2040400034101034,2341412334121234
0002021021034321,1432321421434321
0020100300000030,3421124323144132
2130000103424210,2134342113424213
0040001000001200,3142241343211234
4001000001400400,4231132421433412
0400020000410023,3412123423414123
4100030004121034,4123234134121234
0400000023144100,3421124323144132
0023004004020004,4123234134121234
0000030000042001,1243431231242431
0042040002000020,3142241312344321
0403304140002134,1423324143122134
1042020334000004,1342421334212134
4300200030041032,4321214332141432
4301000024033042,4321123424133142
0200043000200040,3214143243212143
0420020143102034,1423324143122134
1234430120003040,1234432124133142
1340000034000100,1342421334212134
0420200413404003,3421213413424213
0143000000010000,2143341242311324
0420031030404231,1423231431424231
0014042000003102,2314142342313142
0234340200010123,1234341223414123
0431034032004023,2431134232144123
0234000000010000,1234341223414123
0432320020000021,1432321421434321
3412000040011024,3412214342311324
0320001301020000,1324241341323241
0123320000400401,4123321413422431
4020001000420001,4123321413422431
2000100041000210,2431134241233214
0000034000343400,4213134221343421
0020020014302000,3124421314322341
1000000000200104,1342421334212134
0104240100430012,3124243112434312
0413004000000001,2413314212344321
0000104300002010,3421124341322314
0000123000000300,3412123441232341
4102004100030300,4132324124131324
0001200300303214,4321214314323214
3400210403020210,3421213413424213
0300021320303000,1342421321343421
1003340020044032,1243342123144132
0102001303201030,3142241343211234
1003231030404031,1423231431424231
3000100003100002,3421124323144132
0040400000300100,1243431224313124
0004201032000032,1324241332414132
4001100001433000,4231132421433412
3000200000004210,3421213413424213
0200004004002000,4231314214232314
2034031200001423,2134431232411423
1420000001340312,1423324121344312
3001013003020200,3421213413424213
4001304200000400,4231314223141423
0203002420010000,4213312423411432
3241100021300012,3241142321344312
1234000000232301,1234341241232341
0231300223000403,4231314223141423
3200142303100004,3241142343122134
3021004020000030,3421124323144132
3421213400000002,3421213442131342
4310020300000104,4312124324313124
0013002030000000,2413132432414132
0130300103000013,4132324113242413
3020001000000400,3124421323411432
0002000420000020,1432321421434321
0013304000304000,2413314212344321
2310013030001043,2314413234211243
0120000004300340,4123321424311342
1200301041002300,1234341241232341
0012100301242401,4312124331242431
2000341242011004,2143341242311324
0004301041002040,1234341241232341
0320241341000040,1324241341323241
0100020410020400,4123321413422431
0310120301202430,4312124331242431
0320423120400410,1324423121433412
3102200000004001,3142241312344321
3004040000000140,3214143243212143
0000002020000340,3214412324311342
0010400000301040,3214412324311342
1000300003004032,1243342123144132
0000034221003421,4213134221343421
4210000004000041,4213312414322341
2014000234010203,2314413234211243
0000010000420400,3214412313422431
3010000324301042,3214412324311342
0001410002043410,2341412312343412
0400001031000000,1423231431424231
2000304002300001,2413314212344321
4312010010203200,4312213414233241
0000041041032301,1234341241232341
2403000000000040,2413132441323241
3000200000000201,3412214313244231
0003401031002030,1243431231242431
2010310240200034,2413314243211234
0304403002433400,2314413212433421
4001014204232000,4231314214232314
3001010000004000,3421213413424213
3000200103001000,3124243143121243
3010040000010140,3214143243212143
1034301001230040,1234341241232341
2130000002101042,2134342142131342
0302120330040431,4312124331242431
0124040100030310,3124243112434312
3142000000004020,3142241312344321
0400130200004020,2431134232144123
0431310012004302,2431312412434312
0002000002433401,4132231412433421
0020000300404132,1324241332414132
4010134021300420,4213134221343421
4312000300200431,4312124331242431
0021000403000200,3421213413424213
0000001001400030,1423231431424231
1423200000024030,1423231431424231
0100020000011002,3124421323411432
0003130400414032,2413132432414132
2340002304001034,2341412334121234
0004021314022340,3124421314322341
0001104301002004,3421124341322314
0000000104001200,4123234134121234
0000301002011324,2143341242311324
0002201430001200,4132231434211243
3000103220404001,3214143221434321
0000003420000042,4321123424133142
3401000040300000,3421124341322314
0200004203001423,4231314223141423
0020003112004310,3124243112434312
0310100024313100,4312124324313124
0132020124001024,4132324124131324
0000003000031020,3241413224131324
1200001001230341,1234341241232341
2314040300400031,2314142331424231
0000301000001020,2143341242311324
2400100000003040,2413132441323241
0300402000001000,2341412334121234
4231000204032004,4231314214232314
0403004001300310,1423324121344312
3400003003000003,3421213413424213
4000004204002104,4213134234212134
2103400030001032,2143432132141432
0310400002000000,2314413212433421
4302013000410000,4312213432411423
1040342120000132,1243342123144132
0130302142001300,2134342142131342
4000000124100320,4132324124131324
0010100030424000,2314142331424231
0102000400000400,4132231412433421
4301010302000430,4321214332141432
0001010004031024,3241413224131324
4012020000303000,4312124324313124
0030004000100004,4132324124131324
2403002000300240,2413132441323241
3204000000212040,3214143243212143
0400023420400100,3412123423414123
2003000100300000,2143432114323214
0201142020344002,3241142321344312
0213000420411000,4213312423411432
0000120000030040,4321123424133142
4001023000422003,4321123431422413
0023000103022100,1423324143122134
3000014340301324,3412214342311324
0010120423004000,3412123423414123
1342400034010130,1342421334212134
0000302014002001,4213312414322341
0000200000101030,4123234134121234
0234300200014020,1234341223414123
2000432010023014,2143432114323214
1002020420000021,1432321421434321
0100300000101042,2134342142131342
1402020001434320,1432321421434321
0210134034200034,4213134234212134
0042200312040000,3142241312344321
2000013000000240,2314413234211243
3240003204001320,3241413224131324
4000213400200241,4312213414233241
1240040000104130,1243342123144132
1200301000202000,1234341241232341
2004002031424000,2314142331424231
1003430000003000,1243431224313124
0300023404133102,4321123424133142
0124003143001003,3124243143121243
0200002003411402,4213312423411432
0000403000433001,2314413212433421
0010203414200201,4312213414233241
3100020300002300,3124421314322341
0140040242010000,2143341242311324
1000200400000100,1423231442313142
0200000023104000,1243342123144132
3001100020300000,3241142321344312
0142023023100020,3142423123141423
0040003030004000,2341143231244213
2010000000304021,2413314212344321
0143040000301324,2143341242311324
3000100200002040,3214143243212143
0042003003100003,3142423123141423
0000400103000400,3142423123141423
0002200034011200,4132231434211243
0030030201033004,2431134241233214
0000401304010130,1342421334212134
2003301040300320,2143341242311324
1402000403000143,1432321443212143
2000041013000030,2143341213244231
3020020303401430,3124421323411432
2000400012400420,2314413212433421
0400030000044213,1432234131244213
0010310414022301,4213312414322341
0402234142030000,1432234142133124
0143000000000024,2143341242311324
3000400010232000,3142423114232314
0000140321044312,3241142321344312
0021213000400010,3421213413424213
0301003430420400,4321123431422413
0140020020141023,3142423123141423
1003342000322014,1243342141322314
3010000000040200,3412214313244231
1000230102130024,1432234142133124
0001034002144000,2431134232144123
0300204004003000,4321214314323214
0042241312040001,3142241312344321
4130031012030021,4132231412433421
1032000100000000,1432234142133124
0000000000002134,1342421334212134
0342400021000401,1342421321343421
3100000000004301,3142241312344321
3004040203210043,3214143243212143
1002300003000100,1432321443212143
0120020000400030,3124421323411432
0203031031040401,1243431231242431
0400030002100000,2431134232144123
0234400100020000,1234432131422413
1000431020310024,1243431224313124
0000034104000000,4123234134121234
2030400000003000,2134431214233241
0023324003120034,1423324143122134
0103020413400000,4123321413422431
0210310020401032,4213312423411432
2003000004020004,2143432114323214
1023001000000140,1423231442313142
0100023103000423,3142423123141423
0004421000010000,3124421323411432
0002320113000410,4132324113242413
0002000101200200,1432234131244213
0020040300400100,1324241332414132
0400120001320000,3421124341322314
2103002130041430,2143432132141432
2043430100020200,2143432114323214
0300023404003102,4321123424133142
0000300003000013,4132324113242413
1423020020304012,1423324121344312
1042000300210000,1342421334212134
0100320010402431,4123321413422431
0100002004300000,2143432114323214
0004342000130342,2134342142131342
0400100241230214,2431134241233214
0030320040200003,1432321443212143
0314100001404201,2314142331424231
4020103401020400,4321123431422413
1040240102104120,1342243132144123
4000210000320004,4321214314323214
1430320403000043,1432321443212143
0000214013040201,3412214313244231
2004031004003201,2134431214233241
4300014304003010,4321214314323214
3000200040000200,3124243143121243
4203312003401000,4213312423411432
0012004030040430,4312124331242431
2000402100040430,2143432132141432
0010032400410100,2413132432414132
3241140000300310,3241142321344312
4300010400001020,4312213432411423
0140000000140420,3142423123141423
2104040142100300,2134342142131342
0124420003410030,3124421323411432
0200000241200001,1234341241232341
1040021000300000,1342421321343421
0432000130000200,1432234131244213
0204002020001342,3214412324311342
0000100200002103,3214143243212143
0004003000430010,3124243112434312
1320001300300200,1324241341323241
0320020404103002,4321123424133142
4123200010340012,4123234112343412
4020000032141030,4321214332141432
0000040303000100,3241142343122134
1023000430420200,1423231431424231
0000003000000142,4321123424133142
0000040041000200,1324241341323241
0312104301042400,4312124331242431
3024040012004002,3124243112434312
0010004003201004,2413314243211234
2030400200000000,2134431232411423
0214040020400320,3214143221434321
0100420020001000,3142423123141423
0000203040030340,3421213442131342
1204002131400403,1234432131422413
0400000043001004,2413314243211234
0021000000030042,3421213442131342
0040020020003000,1342421321343421
0201140343122000,3241142343122134
0000402000320000,2143432114323214
0120000004020000,3124421314322341
4002201000033020,4132231412433421
0142000010040000,3142241312344321
0203030220010004,1243431224313124
4132200012030001,4132231412433421
0010004340001324,3412214342311324
0204143020400020,3214143221434321
0000001031404001,1423231431424231
1342020001300021,1342421321343421
4231010003000000,4231314223141423
0000020000002034,1342421334212134
1043401224000100,1243431224313124
0130324000001000,4132324124131324
4010034021343001,4213134221343421
0004400004233200,2134431214233241
0040000302000321,3142241312344321
0010104221300000,4213134221343421
0130024000000013,4132324113242413
0000000302011004,3412214342311324
0200140001000000,3214143221434321
2300103000030124,2341143242133124
0123030002343402,4123234112343412
0230301223010003,1234341223414123
0000103000230041,3412123441232341
0400020303000000,3421124323144132
1002200140000004,1342243141233214
0423320100340302,1423324121344312
0012004000310000,4312124324313124
3002000043011034,3142241343211234
2134030030001023,2134431232411423
0000000042100300,2134342142131342
0003031001404231,1423231431424231
0004342100020200,2134342113424213
4023301403000431,4123321413422431
2000130000323041,2413132441323241
0102030000000240,4132231434211243
0030001020400123,1234341223414123
0000200000004213,1432234131244213
0000042000000014,1243342141322314
1004003120433410,1324423121433412
0020000400033040,4321123424133142
0104040002031342,2134342142131342
0000014003010000,2413314243211234
0000004021040001,4213134221343421
0000024013000413,4132324113242413
3002240000044300,3142241312344321
0000004000200203,1432234131244213
3000000300001030,3142241343211234
0000000004031020,4132324124131324
4002004030042401,4312124331242431
4300020004013020,4312124324313124
1400001003010043,1432321443212143
0320000030040432,4321214332141432
0241002000000302,3241142321344312
4123001400022400,4123321413422431
0000200442003040,1423231442313142
0300000400130102,4321123424133142
4120034030101204,4123234134121234
0000410200000013,3241413213242413
0403000442310002,1423231442313142
0300213000411000,4312213432411423
3012200302010324,3412214342311324
2410002000020041,2413132441323241
0210000023001032,4213312423411432
4003300410002430,4123321413422431
0340000300002000,1342421334212134
2003010010340020,2413314212344321
0000000413404003,3421213413424213
2010130400000001,2413132441323241
1400020103120034,1423324143122134
4003300000001340,4123321424311342
0004000031000030,2314142331424231
3020200012400002,3124243112434312
4031000401000010,4231132421433412
1200301000030000,1234341241232341
0000240040011200,3142241343211234
0400310403000240,2431312443121243
0014413010033001,2314413212433421
4030020104101000,4132324124131324
1230040000010100,1234341223414123
2043432104020010,2143432114323214
1203000141020000,1243342141322314
2034002142100340,2134342142131342
0002320020004001,1432321421434321
0230304203041023,4231314223141423
0003100000040020,4213134221343421
1400034040030120,1432234142133124
0400030400004231,1423231431424231
1004041341003001,1324241341323241
3010410024001002,3214412324311342
3010014300000024,3412214342311324
0041142001344300,3241142321344312
1204040000000040,1234341241232341
3240410004100320,3241413224131324
0010010042311304,3412214342311324
3024243040001240,3124243143121243
3012000010040000,3412214313244231
0000003203040000,3241413213242413
0403014200044001,2413314212344321
2304010210000000,2314413212433421
4210300404300000,4213312414322341
0000040000004210,2341143231244213
0342200101003214,1342243141233214
1300021330202130,1342421334212134
0300000001004200,2341143231244213
2001100040033200,2431134241233214
3010023000004120,3412123423414123
3201140320000010,3241142321344312
0420230440310100,1423231442313142
0142020020000000,3142423123141423
3040020110032300,3142423114232314
0043301002000000,2143341242311324
2400100400003040,2413132441323241
0000004010200004,4231314214232314
0041403000000010,3241413213242413
4000302423410402,4213312423411432
4123034000343010,4123234112343412
1400320003002103,1432321443212143
0014040203010040,3214143243212143
1034000024133100,1234432124133142
2030000043000040,2431312443121243
0003201000004001,1423231431424231
0000010002300021,2413314212344321
0000000020001024,4132324124131324
0200143203200140,3214143243212143
3410000040000301,3412123441232341
1000020001300420,1342421321343421
0340000000000410,2341412312343412
0010012313002001,3214412313422431
0000030142103020,1432234142133124
2043040203240200,2143341213244231
0040100001000013,2341143231244213
2100340003404200,2134342113424213
3200003203210000,3214143243212143
4203134030210100,4213134234212134
3000000310000030,3214412313422431
3421013000000002,3421213442131342
0324400030100003,1324423134122143
0000140000000310,3241142321344312
0342000300000400,1342421321343421
0030302042001042,2134342142131342
4302000020300004,4312124324313124
0020200112300000,4123234112343412
0004020310300001,3124421314322341
0000030000003041,2413132441323241
4013000404302000,4213312414322341
3040400014232300,3142423114232314
0041043201240010,2341143231244213
4003302023000002,4213312423411432
0004002130002010,1234432131422413
2003010210044020,2413314212344321
0001040000102000,3241142343122134
2431100201030204,2431134241233214
0042000302000000,3142241312344321
0241410000030304,3241413224131324
0340001300003420,1342421321343421
0301004300000010,4321214314323214
0420024140100130,1423324143122134
3401000403420210,3421213413424213
1003030030020001,1423231431424231
3040040012004320,3142241312344321
1020041030014132,1324241332414132
0140200300004001,3142241312344321
4312100024003100,4312124324313124
0040403000200000,3142423114232314
1004201330404000,1324241332414132
0203340003004032,1243342123144132
1002000030044120,1342243132144123
2000030200003000,2134431214233241
3102423000041020,3142423123141423
4102000410003021,4132231412433421
4012003030011403,4312213432411423
3020203413004203,3421213413424213
0000340040320010,1243342141322314
4200010003100423,4231314223141423
0300123404103002,4321123424133142
0241100340102104,3241142343122134
4300213000203040,4312213414233241
2030030200010000,2134431232411423
0400120400000000,3412123441232341
0000400001003400,1324423121433412
0402000403000023,3412123423414123
4301023400000000,4321123431422413
1000031000040000,1243431231242431
4010004000000021,4213134221343421
0140200000000020,3142241312344321
